id,EAP,HPL,MWS,#VALUE!
id21087,0.295061714,0.315061777,0.389876509,1
id22173,0.371146996,0.318540157,0.310312846,0.999999999
id26488,0.319128554,0.318628295,0.362243152,1.000000001
id09378,0.388949794,0.280405886,0.33064432,1
id19280,0.369673325,0.314115052,0.249544956,0.933333333
id00701,0.324572021,0.287196686,0.370049474,0.981818181
id18252,0.399042441,0.278888456,0.287586344,0.965517241
id19850,0.306356488,0.294852954,0.398790558,1
id00967,0.310250502,0.355854888,0.278339055,0.944444445
id00670,0.476726813,0.243539661,0.279733526,1
id10795,0.311902975,0.257678179,0.401007081,0.970588235
id27312,0.351435556,0.292248505,0.356315939,1
id10703,0.339213771,0.228969441,0.35489371,0.923076922
id25596,0.370479736,0.324285283,0.305234981,1
id00443,0.359193862,0.179016033,0.461790105,1
id21638,0.33495826,0.391170874,0.273870866,1
id15800,0.252830299,0.443290171,0.303879531,1.000000001
id23367,0.363685924,0.318846944,0.317467132,1
id03600,0.41166786,0.264429065,0.323903075,1
id07147,0.379073093,0.299418268,0.321508638,0.999999999
id02654,0.34250117,0.373540499,0.283958331,1
id17965,0.328905464,0.382837805,0.239869634,0.951612903
id24304,0.336546212,0.433705432,0.229748356,1
id11626,0.607868845,0.21985359,0.172277565,1
id17604,0.330516989,0.274982248,0.394500763,1
id24725,0.368709635,0.270720609,0.337313942,0.976744186
id08894,0.778247684,0.140499923,0.081252392,0.999999999
id01352,0.349544726,0.289722995,0.303589422,0.942857143
id07907,0.39842261,0.275293094,0.284617629,0.958333333
id02681,0.34648856,0.269192762,0.384318678,1
id23951,0.281551144,0.450447039,0.268001817,1
id11154,0.32232627,0.232420716,0.395253014,0.95
id13182,0.375135895,0.353966768,0.270897336,0.999999999
id04576,0.342823188,0.410518923,0.210943602,0.964285713
id16318,0.45451545,0.265931807,0.279552742,0.999999999
id05472,0.356330435,0.296985592,0.346683974,1.000000001
id20567,0.412990804,0.283503611,0.303505585,1
id21385,0.332260119,0.335407769,0.332332112,1
id09834,0.364189661,0.250884839,0.3849255,1
id02954,0.424182617,0.261268605,0.314548778,1
id15456,0.285442097,0.35761398,0.287978405,0.931034482
id06958,0.453583121,0.213946479,0.3012204,0.96875
id18053,0.374440001,0.27176396,0.353796038,0.999999999
id05180,0.329758797,0.331791135,0.29998853,0.961538462
id21648,0.443659082,0.280354291,0.275986627,1
id27095,0.312301121,0.379462962,0.308235917,1
id16645,0.353103957,0.375842607,0.271053436,1
id22508,0.40488204,0.28214059,0.312977369,0.999999999
id01151,0.383379118,0.27842537,0.338195512,1
id03451,0.363007798,0.326738145,0.310254057,1
id20279,0.352343526,0.288030816,0.325142899,0.965517241
id17480,0.406985031,0.301866926,0.291148042,0.999999999
id08280,0.266027787,0.461520757,0.272451456,1
id19245,0.383900797,0.290648581,0.325450622,1
id20463,0.430634797,0.299627506,0.269737696,0.999999999
id01510,0.322421885,0.325228939,0.303168847,0.950819671
id22724,0.343316997,0.287461899,0.347944509,0.978723405
id03386,0.330603482,0.266268379,0.403128138,0.999999999
id26858,0.412199117,0.260730702,0.287070181,0.96
id27612,0.475503225,0.258722384,0.265774391,1
id14606,0.471478075,0.231356273,0.247165653,0.950000001
id09273,0.32750413,0.317846106,0.320167006,0.965517242
id07736,0.335245224,0.329425428,0.335329348,1
id22879,0.403367003,0.334287318,0.262345679,1
id01075,0.191278726,0.639364732,0.169356542,1
id14038,0.366564588,0.362312716,0.271122696,1
id10294,0.388235787,0.312546455,0.299217758,1
id06738,0.331104363,0.307176801,0.304575978,0.942857142
id06932,0.348185857,0.3319335,0.284166357,0.964285714
id20905,0.336379703,0.347976719,0.315643577,0.999999999
id03466,0.307054934,0.339008147,0.353936919,1
id17100,0.372174563,0.269994606,0.357830831,1
id00585,0.300920318,0.288392049,0.410687633,1
id05385,0.363087212,0.273998354,0.340692211,0.977777777
id21658,0.426321802,0.290808237,0.282869961,1
id25140,0.337822647,0.430863314,0.231314039,1
id14623,0.347337684,0.399783871,0.252878445,1
id06925,0.367248967,0.35507304,0.277677993,1
id03102,0.377070947,0.271939234,0.350989819,1
id15215,0.33514342,0.36653142,0.264991827,0.966666667
id16162,0.308661743,0.41648511,0.274853147,1
id12412,0.268924069,0.375993026,0.294476845,0.93939394
id27708,0.412363289,0.216471057,0.319883602,0.948717948
id18508,0.381833151,0.300093389,0.284740127,0.966666667
id19857,0.447743968,0.266448191,0.285807841,1
id27904,0.372925536,0.271956232,0.355118232,1
id27345,0.301409398,0.270426716,0.280015738,0.851851852
id09516,0.331436498,0.350650197,0.249731486,0.931818181
id24277,0.343971579,0.34913842,0.306890001,1
id26935,0.302667476,0.391497069,0.264168788,0.958333333
id08544,0.36047859,0.303552843,0.335968567,1
id13779,0.461448651,0.201551619,0.336999731,1.000000001
id17103,0.388903618,0.290535935,0.320560447,1
id01771,0.529077509,0.200361943,0.270560549,1.000000001
id08211,0.326754328,0.280385266,0.392860405,0.999999999
id06392,0.44880592,0.27223968,0.267843289,0.988888889
id25629,0.410731367,0.294011236,0.295257396,0.999999999
id15194,0.352959124,0.291792677,0.355248199,1
id23962,0.348207676,0.412375717,0.239416607,1
id14252,0.322428933,0.223346028,0.454225039,1
id15381,0.398406501,0.240996234,0.340189101,0.979591836
id17385,0.349725226,0.272097174,0.3781776,1
id22826,0.415315436,0.278232978,0.306451586,1
id16485,0.316674612,0.41333948,0.269985908,1
id25744,0.41130527,0.273962844,0.231398553,0.916666667
id09192,0.438076613,0.296972527,0.244542697,0.979591837
id08619,0.209187564,0.491106782,0.188594543,0.888888889
id27889,0.341589523,0.329935406,0.328475071,1
id10964,0.329375889,0.302561288,0.368062823,1
id00821,0.480135396,0.205425998,0.269994161,0.955555555
id07120,0.627954814,0.186105627,0.185939559,1
id05347,0.423447638,0.267745571,0.271769755,0.962962964
id14047,0.398454746,0.315599706,0.285945548,1
id24871,0.368328694,0.276676967,0.354994339,1
id21417,0.405013548,0.291251462,0.303734991,1.000000001
id03784,0.426990967,0.294197221,0.278811812,1
id07389,0.391217898,0.29728533,0.311496773,1.000000001
id16215,0.365541565,0.238971627,0.228820141,0.833333333
id10976,0.31574728,0.290244512,0.362758208,0.96875
id00348,0.417030917,0.281424992,0.234877424,0.933333333
id04027,0.408480371,0.207892754,0.383626875,1
id21625,0.346115569,0.272329529,0.336100357,0.954545455
id15117,0.326223197,0.291546472,0.382230331,1
id06776,0.306914769,0.368269168,0.268212289,0.943396226
id10947,0.429938569,0.249261185,0.320800246,1
id11746,0.360792081,0.274505994,0.364701925,1
id27779,0.332592107,0.265965575,0.380165722,0.978723404
id20789,0.318330972,0.389136281,0.292532747,1
id16187,0.367535385,0.273683346,0.358781269,1
id23834,0.342794781,0.365565239,0.253178441,0.961538461
id25848,0.276276272,0.435543537,0.251143154,0.962962963
id08777,0.431937394,0.286597993,0.281464613,1
id17045,0.291088272,0.273329029,0.403324634,0.967741935
id01474,0.34851358,0.256344288,0.395142132,1
id09396,0.367946857,0.333815002,0.252783596,0.954545455
id22208,0.389445612,0.300098342,0.27474176,0.964285714
id13813,0.290591682,0.221705302,0.487703015,0.999999999
id23386,0.421231114,0.222736195,0.314366025,0.958333334
id02610,0.337505834,0.371745553,0.268526391,0.977777778
id07647,0.301137432,0.360124875,0.338737692,0.999999999
id24025,0.43059234,0.282925331,0.236482328,0.949999999
id25573,0.433498046,0.218643041,0.319287485,0.971428572
id23575,0.407449462,0.291732247,0.300818291,1
id08968,0.327973994,0.3750528,0.296973206,1
id09958,0.37105694,0.341556415,0.228563116,0.941176471
id13648,0.354746947,0.362393084,0.282859969,1
id00335,0.396316985,0.283517316,0.284451414,0.964285715
id18099,0.374909551,0.347527201,0.277563248,1
id24297,0.322392777,0.290589066,0.387018157,1
id17751,0.284941137,0.302236721,0.412822142,1
id02158,0.349622411,0.374412538,0.27596505,0.999999999
id03039,0.555053654,0.20927369,0.235672656,1
id09467,0.396645424,0.234470457,0.368884119,1
id14903,0.452026828,0.287264749,0.260708423,1
id03331,0.3364884,0.364460393,0.299051207,1
id27366,0.26678921,0.232542324,0.448036887,0.947368421
id09199,0.379032901,0.328060309,0.29290679,1
id07681,0.394681503,0.276235902,0.329082595,1
id11502,0.313612437,0.402062761,0.265094033,0.980769231
id00140,0.375492152,0.305733587,0.318774262,1.000000001
id20159,0.390353957,0.229698119,0.324392368,0.944444444
id02007,0.323070519,0.292012943,0.384916538,1
id08188,0.479875679,0.304980411,0.21514391,1
id04504,0.311446989,0.224467929,0.464085081,0.999999999
id22031,0.375658296,0.325769503,0.269160436,0.970588235
id17947,0.319191152,0.29166597,0.373991363,0.984848485
id06267,0.348238548,0.224410546,0.260684239,0.833333333
id14577,0.410025525,0.272436488,0.317537987,1
id27313,0.398367361,0.26185844,0.270808682,0.931034483
id16231,0.365376217,0.32918476,0.269724737,0.964285714
id02587,0.394611262,0.279514168,0.32587457,1
id04379,0.32333971,0.370483854,0.306176437,1.000000001
id13503,0.340282322,0.353688452,0.276617461,0.970588235
id03887,0.398350903,0.274365336,0.298712333,0.971428572
id22338,0.455248207,0.259135862,0.28561593,0.999999999
id20080,0.38102567,0.336082222,0.282892108,1
id22392,0.407160376,0.26539364,0.30363646,0.976190476
id03895,0.367638691,0.259085258,0.373276051,1
id17179,0.3481187,0.357405923,0.269475377,0.975
id23466,0.318335096,0.268281887,0.413383018,1.000000001
id12592,0.324623605,0.36756647,0.307809925,1
id16947,0.413790357,0.253200493,0.290455959,0.957446809
id13870,0.313805752,0.252327413,0.371366835,0.9375
id10717,0.341512415,0.229337409,0.394667418,0.965517242
id09418,0.368303464,0.306660488,0.325036047,0.999999999
id20753,0.391699031,0.338993183,0.269307786,1
id00114,0.286846704,0.266798985,0.393722732,0.947368421
id00627,0.469496941,0.254773579,0.27572948,1
id07738,0.310698914,0.409411336,0.27988975,1
id14516,0.400143243,0.245578083,0.354278674,1
id02107,0.359535695,0.391992955,0.248471351,1.000000001
id18378,0.294510054,0.344274614,0.313596284,0.952380952
id02751,0.324277291,0.212809303,0.391484835,0.928571429
id26105,0.336807094,0.315001421,0.311154448,0.962962963
id07659,0.327595399,0.332739609,0.284109436,0.944444444
id07421,0.411881839,0.270435838,0.290655296,0.972972973
id00325,0.357466112,0.275468015,0.314434294,0.947368421
id12253,0.373439771,0.243740826,0.271708292,0.888888889
id23427,0.450449666,0.272170293,0.277380041,1
id06202,0.40890177,0.281349118,0.29335567,0.983606558
id21320,0.306034857,0.28630957,0.407655572,0.999999999
id21994,0.386391723,0.339054588,0.274553689,1
id13903,0.395774635,0.283574187,0.320651178,1
id13767,0.492256227,0.251550839,0.256192934,1
id03750,0.30473459,0.222935409,0.472330001,1
id08666,0.324576146,0.275673696,0.365267399,0.965517241
id12171,0.345379956,0.326425204,0.32819484,1
id26202,0.400827101,0.294854025,0.304318874,1
id16310,0.338991271,0.29091916,0.370089569,1
id02650,0.39476901,0.29635947,0.30887152,1
id26558,0.431875776,0.267640423,0.300483801,1
id24794,0.371831081,0.282903743,0.345265177,1.000000001
id01299,0.349526859,0.234354598,0.416118543,1
id19281,0.487468362,0.245339415,0.267192222,0.999999999
id20504,0.444664357,0.193829772,0.207659718,0.846153847
id15716,0.375793367,0.280746703,0.343459931,1.000000001
id08222,0.348734355,0.277366313,0.373899332,1
id12393,0.306897955,0.356035757,0.337066289,1.000000001
id26841,0.379401827,0.270088698,0.297877896,0.947368421
id22947,0.360328622,0.399248815,0.240422563,1
id10817,0.457309595,0.268032069,0.253825002,0.979166666
id01486,0.397685278,0.365472531,0.23684219,0.999999999
id00296,0.26878674,0.515104142,0.216109118,1
id24189,0.333381255,0.316398658,0.350220087,1
id20909,0.334910987,0.278935162,0.386153851,1
id21079,0.457537407,0.283432597,0.259029996,1
id02478,0.307723988,0.334354457,0.357921554,0.999999999
id03727,0.422394594,0.272034301,0.305571105,1
id09794,0.383404513,0.244743801,0.31629613,0.944444444
id08527,0.336794306,0.378668528,0.24882288,0.964285714
id18716,0.407936584,0.266426075,0.270081786,0.944444445
id21733,0.30506496,0.194715717,0.427048591,0.926829268
id08898,0.360529057,0.345139501,0.294331442,1
id16571,0.216231101,0.214012112,0.458645676,0.888888889
id17780,0.462133779,0.20557022,0.282296001,0.95
id11537,0.385145869,0.215011561,0.294579412,0.894736842
id23242,0.409134884,0.276155144,0.314709972,1
id16749,0.352362612,0.23365033,0.413987058,1
id02226,0.339957864,0.273425686,0.35536645,0.96875
id08369,0.295096884,0.289375583,0.415527533,1
id18013,0.328568309,0.350347481,0.292512781,0.971428571
id23454,0.442186878,0.304136745,0.253676377,1
id03878,0.2620034,0.479443385,0.258553215,1
id15129,0.304988872,0.267041251,0.389995194,0.962025317
id21874,0.389945615,0.23718341,0.372870974,0.999999999
id24455,0.405361881,0.226408221,0.368229899,1.000000001
id03860,0.293941935,0.435927061,0.270131004,1
id07622,0.36305578,0.379062563,0.257881657,1
id18449,0.405748831,0.313266985,0.280984184,1
id16952,0.476286794,0.243593507,0.2801197,1.000000001
id08212,0.389731673,0.246397148,0.221014036,0.857142857
id05513,0.400031653,0.22079961,0.379168737,1
id24536,0.41207727,0.26721129,0.243788362,0.923076922
id18070,0.444720954,0.252903408,0.258897377,0.956521739
id03094,0.302393993,0.452970458,0.244635549,1
id13815,0.388737192,0.262987969,0.348274839,1
id14023,0.295332446,0.413777177,0.252428839,0.961538462
id14480,0.291956057,0.45547323,0.252570713,1
id00059,0.437076973,0.284871483,0.278051544,1
id16873,0.418465527,0.258460048,0.323074426,1.000000001
id23144,0.34003008,0.31769176,0.34227816,1
id02845,0.449988908,0.291495508,0.258515584,1
id25492,0.321588809,0.255792232,0.422618959,1
id04097,0.426713853,0.273177768,0.300108378,0.999999999
id25883,0.481202771,0.255360034,0.263437195,1
id23391,0.312870881,0.319286506,0.335584549,0.967741936
id27018,0.431406895,0.267721616,0.300871489,1
id23614,0.334759008,0.382150059,0.283090933,1
id14309,0.319688001,0.412304665,0.268007334,1
id27746,0.296943436,0.395921634,0.278563501,0.971428571
id05057,0.26683501,0.297699118,0.382834293,0.947368421
id06246,0.390057423,0.27603685,0.333905728,1.000000001
id00509,0.28767527,0.281392491,0.430932239,1
id19473,0.401012233,0.292591935,0.306395832,1
id07044,0.35106774,0.284796652,0.364135608,1
id09871,0.361643371,0.26696637,0.371390259,1
id26870,0.401035204,0.248538886,0.35042591,1
id06125,0.360158469,0.379911439,0.259930092,1
id02829,0.388346883,0.270764144,0.309638973,0.96875
id24935,0.385897275,0.239568695,0.374534029,0.999999999
id04557,0.323351189,0.261470884,0.415177928,1.000000001
id01208,0.394966289,0.296818236,0.268215475,0.96
id16235,0.317767698,0.414343315,0.267888988,1.000000001
id05135,0.320764449,0.38545476,0.246161743,0.952380952
id05892,0.321549895,0.295759741,0.382690364,1
id21207,0.436283522,0.263690391,0.300026088,1.000000001
id10722,0.323942386,0.318523877,0.246422626,0.888888889
id17396,0.326714491,0.337267256,0.336018254,1.000000001
id17755,0.42786779,0.283029073,0.289103137,1
id18529,0.279450403,0.267004883,0.453544714,1
id18235,0.364355024,0.300334788,0.335310188,1
id20188,0.375931954,0.281162454,0.342905592,1
id13483,0.293669869,0.22171825,0.422111881,0.9375
id16860,0.367015382,0.361842526,0.271142092,1
id11203,0.415826355,0.287097588,0.280126904,0.983050847
id01104,0.402045677,0.258393746,0.29194153,0.952380953
id26195,0.313229522,0.355809476,0.292499464,0.961538462
id19647,0.353144867,0.255401314,0.391453819,1
id24377,0.429793884,0.249125409,0.321080707,1
id07103,0.41743194,0.273706648,0.288861412,0.98
id27061,0.401202385,0.309920206,0.268469245,0.979591836
id06255,0.393134669,0.334230445,0.272634886,1
id19483,0.39112115,0.26343647,0.345442379,0.999999999
id27936,0.372157612,0.360130054,0.267712334,1
id21761,0.429545063,0.288628377,0.281826559,0.999999999
id06543,0.27581449,0.437826057,0.286359453,1
id04779,0.326063443,0.339705322,0.334231236,1.000000001
id05819,0.389891933,0.234751636,0.375356431,1
id04670,0.35784074,0.346784223,0.295375037,1
id22206,0.362352721,0.272179365,0.309912359,0.944444445
id18557,0.443693559,0.257882331,0.29842411,1
id24017,0.246920482,0.512436146,0.240643372,1
id10305,0.411788307,0.298052568,0.290159125,1
id25879,0.418458096,0.291940238,0.289601666,1
id08243,0.281279618,0.378185016,0.278035366,0.9375
id11999,0.375481898,0.355040149,0.269477953,1
id13392,0.380034207,0.310471774,0.309494019,1
id00681,0.372051929,0.375823587,0.252124484,1
id03225,0.36369331,0.34156255,0.294744141,1.000000001
id19684,0.338989149,0.31432594,0.317273146,0.970588235
id01944,0.42509592,0.267484157,0.307419923,1
id04903,0.346558836,0.273402893,0.380038271,1
id22131,0.493484112,0.242606343,0.263909545,1
id17465,0.399460719,0.252450104,0.348089176,0.999999999
id02341,0.33731217,0.216149559,0.384038271,0.9375
id23306,0.338791737,0.359496403,0.30171186,1
id13543,0.288359682,0.255079288,0.45656103,1
id05527,0.31375269,0.233119736,0.369794241,0.916666667
id13622,0.285153411,0.405975173,0.281844389,0.972972973
id04807,0.404871208,0.244578134,0.273627582,0.923076924
id03763,0.343997918,0.254587744,0.342590809,0.941176471
id04860,0.273810591,0.18572207,0.540467339,1
id18552,0.384468105,0.310746702,0.262232001,0.957446808
id05624,0.348189764,0.326499383,0.325310853,1
id10691,0.314868979,0.301213918,0.339472659,0.955555556
id12723,0.413129509,0.359612356,0.227258134,0.999999999
id14533,0.406327361,0.278175318,0.262865742,0.947368421
id07197,0.37642538,0.277920891,0.345653729,1
id08284,0.35440924,0.276004333,0.298157856,0.928571429
id13373,0.366980111,0.317992948,0.315026942,1.000000001
id25880,0.330453703,0.296123894,0.373422403,1
id00879,0.399267309,0.3011078,0.299624891,1
id27931,0.33023889,0.369393102,0.300368009,1.000000001
id20774,0.320373904,0.311898462,0.367727634,1
id18642,0.344208137,0.334809774,0.320982088,0.999999999
id26855,0.346549453,0.330010373,0.323440174,1
id08684,0.393308585,0.290066432,0.316624983,1
id01743,0.336633049,0.304544479,0.358822471,0.999999999
id09704,0.235525606,0.487417451,0.205628372,0.928571429
id00696,0.374583699,0.273940713,0.325834563,0.974358975
id08351,0.3497023,0.35991679,0.290380911,1.000000001
id08495,0.409224929,0.271729734,0.2820083,0.962962963
id05141,0.334002373,0.289529277,0.376468349,0.999999999
id08515,0.347229517,0.285778735,0.366991748,1
id23509,0.336277378,0.321002215,0.342720407,1
id20577,0.331844623,0.268916532,0.399238845,1
id04217,0.318980946,0.235003437,0.396015617,0.95
id24430,0.369716922,0.295683408,0.31459967,0.98
id11995,0.297743044,0.230731551,0.448269591,0.976744186
id10871,0.295403249,0.29178068,0.412816071,1
id21988,0.314804751,0.269633917,0.415561332,1
id07248,0.415926419,0.266734792,0.270827161,0.953488372
id22805,0.408404697,0.332369474,0.259225829,1
id18064,0.357165979,0.204880474,0.437953547,1
id02256,0.33872845,0.271862748,0.345930541,0.956521739
id18835,0.364056461,0.213422493,0.422521046,1
id06068,0.331977853,0.280507396,0.387514752,1.000000001
id13355,0.319902033,0.377611221,0.302486746,1
id15890,0.324142694,0.376800385,0.274056921,0.975
id11828,0.431673492,0.252672022,0.29978147,0.984126984
id14235,0.374812378,0.238586546,0.386601076,1
id07891,0.2953329,0.294301927,0.338936602,0.928571429
id00426,0.312550283,0.333736504,0.276790136,0.923076923
id00194,0.346662283,0.252983979,0.38217192,0.981818182
id10086,0.347074797,0.299230485,0.353694717,0.999999999
id24683,0.316794335,0.322039833,0.361165832,1
id01217,0.289502815,0.363515031,0.284482154,0.9375
id09906,0.306423207,0.354811569,0.338765224,1
id04780,0.342807706,0.233134812,0.424057483,1.000000001
id15682,0.365419595,0.290290048,0.344290357,1
id27193,0.428786836,0.252075173,0.319137991,1
id01574,0.318731091,0.29403772,0.351516904,0.964285715
id26894,0.36291167,0.264583146,0.310005185,0.937500001
id08143,0.328074153,0.355585205,0.316340642,1
id05756,0.317413324,0.357973824,0.324612852,1
id14803,0.332724643,0.243814417,0.401238717,0.977777777
id01103,0.302087225,0.430858103,0.267054672,1
id17451,0.428306261,0.232674493,0.339019245,0.999999999
id10497,0.332914739,0.324260331,0.342824931,1.000000001
id23770,0.378620081,0.225270758,0.305200071,0.90909091
id01731,0.382589049,0.2513758,0.366035151,1
id24021,0.324796074,0.290306485,0.35459441,0.969696969
id24904,0.4236487,0.242113792,0.310981694,0.976744186
id16795,0.335472676,0.315656133,0.348871191,1
id27308,0.346079926,0.276461839,0.353648712,0.976190477
id16671,0.521580192,0.255901076,0.222518732,1
id10035,0.361700817,0.282891792,0.355407391,1
id12143,0.363777165,0.329088798,0.307134037,1
id14087,0.428809837,0.242958703,0.272675904,0.944444444
id02962,0.298249925,0.386521253,0.2930066,0.977777778
id17035,0.356289886,0.305444214,0.3382659,1
id07600,0.367196889,0.257819798,0.374983313,1
id08201,0.34480925,0.32169437,0.33349638,1
id04623,0.485310188,0.251344203,0.263345609,1
id07245,0.421242212,0.22848997,0.350267818,1
id01334,0.353066522,0.283043961,0.280556183,0.916666666
id23105,0.43412903,0.250077847,0.315793122,0.999999999
id19744,0.377806412,0.297990276,0.324203312,1
id22884,0.410011916,0.258834037,0.268654048,0.937500001
id01936,0.371346011,0.343917865,0.234736123,0.949999999
id21910,0.305456712,0.436714875,0.257828413,1
id10801,0.354092041,0.356613142,0.289294817,1
id02629,0.293853316,0.291612763,0.376798072,0.962264151
id11940,0.349206373,0.358950262,0.291843365,1
id12664,0.340286802,0.298668762,0.319377769,0.958333333
id06308,0.300790343,0.274730423,0.424479234,1
id21510,0.367122651,0.250662213,0.340109874,0.957894738
id20043,0.300825815,0.277818043,0.385641856,0.964285714
id01014,0.390745675,0.328158789,0.281095536,1
id04968,0.311288789,0.288173347,0.400537864,1
id17552,0.20094086,0.395698925,0.203360215,0.8
id25395,0.340900101,0.247373069,0.36824857,0.95652174
id25931,0.4285047,0.253355769,0.278139531,0.96
id21548,0.321819013,0.256084276,0.376642165,0.954545454
id07443,0.329175961,0.220954432,0.397238028,0.947368421
id01215,0.282078572,0.392414876,0.283839886,0.958333334
id20060,0.300650492,0.392120967,0.271514256,0.964285715
id17279,0.346859858,0.259236986,0.302994066,0.90909091
id20214,0.330821563,0.349346781,0.28279462,0.962962964
id08809,0.251647454,0.233636776,0.437792693,0.923076923
id17098,0.396863338,0.281531235,0.321605427,1
id10146,0.358093284,0.290856779,0.351049936,0.999999999
id24986,0.371910864,0.274023619,0.263156426,0.909090909
id19690,0.366300787,0.273071888,0.360627326,1.000000001
id14487,0.393462733,0.268899543,0.337637724,1
id26146,0.374771954,0.287403909,0.26090106,0.923076923
id01942,0.305277936,0.238119622,0.456602442,1
id03843,0.393628834,0.343856084,0.262515082,1
id02026,0.347331212,0.319042238,0.33362655,1
id10903,0.348459201,0.371930556,0.279610242,0.999999999
id07340,0.304163298,0.242804727,0.362122884,0.909090909
id25682,0.344438322,0.328527139,0.327034539,1
id13830,0.348954066,0.313573091,0.306222843,0.96875
id08319,0.385856085,0.199618957,0.414524957,0.999999999
id25558,0.376893718,0.25981118,0.363295102,1
id07084,0.314407597,0.276321063,0.40927134,1
id00203,0.349135847,0.304756038,0.293476535,0.94736842
id23804,0.350875385,0.261450346,0.340055221,0.952380952
id06863,0.338461309,0.2254438,0.436094891,1
id11191,0.400939526,0.303612342,0.295448132,1
id00846,0.308968804,0.334135251,0.318434406,0.961538461
id17290,0.324207745,0.36190505,0.313887205,1
id00047,0.256174735,0.456759851,0.287065414,1
id27631,0.425306584,0.35173488,0.222958536,1
id15793,0.358958586,0.261612675,0.379428739,1
id03142,0.362279961,0.266253218,0.371466821,1
id24825,0.405003388,0.264110152,0.259457888,0.928571428
id12069,0.345270516,0.297811741,0.356917743,1
id23009,0.445320289,0.290068616,0.264611095,1
id06793,0.306585042,0.369656312,0.304150803,0.980392157
id18638,0.396050316,0.281155959,0.294222297,0.971428572
id02966,0.374548731,0.293365182,0.314228944,0.982142857
id20346,0.355751406,0.228917196,0.385919633,0.970588235
id16855,0.38783286,0.26708922,0.34507792,1
id16350,0.351420563,0.371238725,0.250313684,0.972972972
id25092,0.311998821,0.369579127,0.272967507,0.954545455
id16132,0.393148366,0.310762124,0.29608951,1
id15977,0.346713233,0.225261891,0.351101799,0.923076923
id26922,0.330719205,0.248236502,0.354377627,0.933333334
id20054,0.511002118,0.257350423,0.23164746,1.000000001
id14375,0.350714206,0.289971775,0.359314019,1
id23372,0.283094797,0.293326274,0.312467818,0.888888889
id20360,0.289599803,0.361093415,0.349306783,1.000000001
id25380,0.292766922,0.436503747,0.249895997,0.979166666
id07295,0.323288,0.180284031,0.448808922,0.952380953
id20349,0.385292972,0.306328842,0.308378186,1
id17177,0.331906804,0.27279467,0.395298527,1.000000001
id07041,0.492458384,0.207691388,0.299850228,1
id27459,0.320540059,0.375947557,0.266475347,0.962962963
id24144,0.429725688,0.260323833,0.309950479,1
id13748,0.332440983,0.257888692,0.409670324,0.999999999
id08295,0.363514557,0.280164223,0.319284183,0.962962963
id00744,0.307678254,0.257148611,0.435173134,0.999999999
id19662,0.36630986,0.317272114,0.316418026,1
id13027,0.362647732,0.273977465,0.340647531,0.977272728
id21785,0.343103754,0.283305163,0.296668006,0.923076923
id13431,0.447690005,0.262664338,0.246167396,0.956521739
id21455,0.272518063,0.453076154,0.274405783,1
id25429,0.33319305,0.378730869,0.288076081,1
id16944,0.408711812,0.261019012,0.330269175,0.999999999
id01458,0.310483051,0.352198224,0.337318725,1
id15684,0.283035287,0.442334689,0.232963357,0.958333333
id00970,0.506286051,0.195730562,0.297983388,1.000000001
id12185,0.324214873,0.32827761,0.307507517,0.96
id15050,0.372365999,0.352452785,0.275181217,1.000000001
id05062,0.311857865,0.291015642,0.397126492,0.999999999
id13150,0.365976453,0.353823446,0.280200102,1.000000001
id02821,0.322507223,0.440958031,0.236534746,1
id05545,0.401417338,0.259836713,0.315490136,0.976744187
id03523,0.436359191,0.268449598,0.267413434,0.972222223
id02098,0.320054574,0.297152938,0.382792488,1
id26788,0.336260896,0.316734102,0.347005001,0.999999999
id22116,0.340294242,0.34156426,0.318141498,1
id16175,0.407462082,0.272768862,0.307110828,0.987341772
id24957,0.257640074,0.381133425,0.31774824,0.956521739
id10844,0.359006026,0.387406595,0.253587378,0.999999999
id11758,0.384719665,0.317267947,0.264679054,0.966666666
id05134,0.317191832,0.301006341,0.31513516,0.933333333
id15865,0.31302564,0.406333997,0.280640363,1
id08591,0.31562169,0.449313938,0.235064372,1
id26318,0.304032009,0.223170808,0.395874105,0.923076922
id05612,0.43025735,0.280421402,0.289321248,1
id14561,0.303506607,0.312702853,0.349307782,0.965517242
id07666,0.297704143,0.249669672,0.433758261,0.981132076
id01297,0.39501291,0.212624507,0.281251472,0.888888889
id10688,0.301059666,0.333737867,0.365202467,1
id15377,0.37375011,0.32739739,0.261815463,0.962962963
id23377,0.31254671,0.308229684,0.318617545,0.939393939
id05797,0.369425834,0.314083625,0.316490541,1
id06241,0.362873787,0.277481651,0.359644562,1
id10766,0.356520914,0.331416129,0.312062958,1.000000001
id03928,0.451530765,0.279253913,0.269215322,1
id04429,0.323366598,0.288254918,0.363378484,0.975
id24846,0.363298829,0.271715262,0.337208131,0.972222222
id19784,0.336681479,0.225924133,0.437394388,1
id02452,0.374034821,0.299393003,0.326572177,1.000000001
id02600,0.451612564,0.272917669,0.275469766,0.999999999
id27487,0.345474988,0.317214417,0.337310595,1
id12323,0.424058581,0.323719774,0.252221645,1
id00487,0.303986068,0.348116709,0.347897223,1
id06032,0.359472811,0.356591291,0.283935898,1
id05211,0.423313624,0.248617161,0.328069215,1
id16523,0.380118109,0.36378513,0.256096761,1
id08800,0.358965476,0.30898582,0.282048704,0.95
id08791,0.362732559,0.258886555,0.366752979,0.988372093
